"","year","month","Group.1.x","Group.2.x","index","date_parsed","tokens","rowid","date","docid.1","doc_lengths.x","topic0","topic1","topic2","topic3","topic4","topic5","topic6","topic7","topic8","topic9","topic10","topic11","topic12","topic13","topic14","topic15","topic16","topic17","topic18","topic19","topic20","topic21","topic22","topic23","topic24","topic25","week","hasMid","bonds_close","bonds_cpi","Group.1.y","Group.2.y","date.y","docid...2","docid...3","doc_lengths.y","nmf_docid","news_t0","news_t1","news_t2","news_t3","news_t4","news_t5","news_t6","news_t7","news_t8","news_t9","news_t10","news_t11","news_t12","news_t13","news_t14","str_milex","str_milper","str_irst","str_pop","str_imports","str_exports","timeSinceMid","timeToMid","l1.topic0","l1.topic1","l1.topic2","l1.topic3","l1.topic4","l1.topic5","l1.topic6","l1.topic7","l1.topic8","l1.topic9","l1.topic10","l1.topic11","l1.topic12","l1.topic13","l1.topic14","l1.topic15","l1.topic16","l1.topic17","l1.topic18","l1.topic19","l1.topic20","l1.topic21","l1.topic22","l1.topic23","l1.topic24","l1.topic25","l1.str_milex","l1.str_milper","l1.str_irst","l1.str_pop","l1.str_imports","l1.str_exports","l1.bonds_close","l1.bonds_cpi","l1.news_t0","l1.news_t1","l1.news_t2","l1.news_t3","l1.news_t4","l1.news_t5","l1.news_t6","l1.news_t7","l1.news_t8","l1.news_t9","l1.news_t10","l1.news_t11","l1.news_t12","l1.news_t13","l1.news_t14","r1.bonds_close","lr1.bonds_close","d1.topic0","d1.topic1","d1.topic2","d1.topic3","d1.topic4","d1.topic5","d1.topic6","d1.topic7","d1.topic8","d1.topic9","d1.topic10","d1.topic11","d1.topic12","d1.topic13","d1.topic14","d1.topic15","d1.topic16","d1.topic17","d1.topic18","d1.topic19","d1.topic20","d1.topic21","d1.topic22","d1.topic23","d1.topic24","d1.topic25","d1.l1.topic0","d1.l1.topic1","d1.l1.topic2","d1.l1.topic3","d1.l1.topic4","d1.l1.topic5","d1.l1.topic6","d1.l1.topic7","d1.l1.topic8","d1.l1.topic9","d1.l1.topic10","d1.l1.topic11","d1.l1.topic12","d1.l1.topic13","d1.l1.topic14","d1.l1.topic15","d1.l1.topic16","d1.l1.topic17","d1.l1.topic18","d1.l1.topic19","d1.l1.topic20","d1.l1.topic21","d1.l1.topic22","d1.l1.topic23","d1.l1.topic24","d1.l1.topic25","hasMidWithin12"
"41",1871,2,1871,2,1,NA,NA,181,1871-02-26,NA,923.333333333333,0.0166466668922953,0.21257178982236,0.000599816204162073,0.00885064461021209,0.0157683425741528,0.00536441462649667,0.0240532423093446,0.116520267695697,0.000203109410309091,0.000616015331567256,0,3.50969558706558e-05,0.000373630022560942,0.027011127174567,0.00355215810328741,0.0420071715379057,0.31331162176434,0,0.167424732946448,0.00025114419468935,0.0148884696893629,0.000838805570540981,0.00927545996830004,0.00170285071478814,0.00538672464894883,0.0127466972317934,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54323,1000,860,36190,674.291137695312,543.100158691406,216,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"43",1871,6,1871,6,8,NA,NA,46.5454545454545,1871-06-18,NA,2687.54545454545,0.0828356312495874,0.100412654388458,0.0152207576013102,0.0559483486514968,0.0243670326625459,0.0679338015754988,0.0339563022822622,0.017555885348877,0.00590880593520538,0.0162605857341102,0.00108771336018605,0.00394393266803857,0.025416578170341,0.0363010078758021,0.0519657834759586,0.0787860573877598,0.0918977099720115,0.00454897071644078,0.0647840822637917,0.0179049518579754,0.0624528195528721,0.012597192829359,0.0551043328191014,0.0159765391293611,0.00980676860034757,0.0470257538913017,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54323,1000,860,36190,674.291137695312,543.100158691406,42.0909090909141,5.90909090908589,0.0166466668922953,0.21257178982236,0.000599816204162073,0.00885064461021209,0.0157683425741528,0.00536441462649667,0.0240532423093446,0.116520267695697,0.000203109410309091,0.000616015331567256,0,3.50969558706558e-05,0.000373630022560942,0.027011127174567,0.00355215810328741,0.0420071715379057,0.31331162176434,0,0.167424732946448,0.00025114419468935,0.0148884696893629,0.000838805570540981,0.00927545996830004,0.00170285071478814,0.00538672464894883,0.0127466972317934,543.23,10,8.6,361.9,6.74291137695313,5.43100158691406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0661889643572921,-0.112159135433902,0.0146209413971481,0.0470977040412848,0.00859869008839312,0.0625693869490022,0.00990305997291758,-0.0989643823468195,0.00570569652489629,0.015644570402543,0.00108771336018605,0.00390883571216792,0.0250429481477801,0.00928988070123512,0.0484136253726712,0.0367788858498542,-0.221413911792329,0.00454897071644078,-0.102640650682657,0.0176538076632861,0.0475643498635092,0.011758387258818,0.0458288728508013,0.0142736884145729,0.00442004395139874,0.0342790566595083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"44",1871,7,1871,7,22.6,NA,NA,NA,1871-07-12,NA,1472.2,0.0822256427130818,0.115307603430518,0.0105015409649561,0.115113776139086,0.0106267918665647,0.016100189066598,0.0647695397725034,0.00378315631780422,0.00486146296894114,0.00533377294105612,0.000205247168165631,0.00193130148640322,0.0110345980925708,0.0240575669852397,0.0236719416009143,0.0451563640211543,0.113840882924646,0.00189348079082999,0.0543783777455577,0.00625595381395246,0.0856133955873699,0.00797989242189201,0.0401668828917139,0.0171318527284948,0.0416811678002085,0.0963776177597784,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54323,1000,860,36190,674.291137695312,543.100158691406,18.75,3276.25,0.0828356312495874,0.100412654388458,0.0152207576013102,0.0559483486514968,0.0243670326625459,0.0679338015754988,0.0339563022822622,0.017555885348877,0.00590880593520538,0.0162605857341102,0.00108771336018605,0.00394393266803857,0.025416578170341,0.0363010078758021,0.0519657834759586,0.0787860573877598,0.0918977099720115,0.00454897071644078,0.0647840822637917,0.0179049518579754,0.0624528195528721,0.012597192829359,0.0551043328191014,0.0159765391293611,0.00980676860034757,0.0470257538913017,543.23,10,8.6,361.9,6.74291137695313,5.43100158691406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000609988536505651,0.0148949490420602,-0.0047192166363541,0.0591654274875888,-0.0137402407959811,-0.0518336125089009,0.0308132374902412,-0.0137727290310728,-0.00104734296626424,-0.0109268127930541,-0.000882466192020424,-0.00201263118163535,-0.0143819800777702,-0.0122434408905625,-0.0282938418750443,-0.0336296933666055,0.021943172952634,-0.00265548992561078,-0.010405704518234,-0.011648998044023,0.0231605760344978,-0.00461730040746699,-0.0149374499273875,0.00115531359913375,0.0318743991998609,0.0493518638684766,0.0661889643572921,-0.112159135433902,0.0146209413971481,0.0470977040412848,0.00859869008839312,0.0625693869490022,0.00990305997291758,-0.0989643823468195,0.00570569652489629,0.015644570402543,0.00108771336018605,0.00390883571216792,0.0250429481477801,0.00928988070123512,0.0484136253726712,0.0367788858498542,-0.221413911792329,0.00454897071644078,-0.102640650682657,0.0176538076632861,0.0475643498635092,0.011758387258818,0.0458288728508013,0.0142736884145729,0.00442004395139874,0.0342790566595083,0
"45",1871,8,1871,8,40.5,NA,NA,78.5,1871-08-15,NA,1647.33333333333,0.0968452236482693,0.0892989165746111,0.0323037802316219,0.0731176084029946,0.0189371052775622,0.0152907191219272,0.0588059451674968,0.000447239128581162,0.00438114846783811,0.00500267677369512,0.00156258223702372,0.00377336788834829,0.0136253524074335,0.0337458953098098,0.058061976961144,0.0281586398346298,0.116604206752111,0.00319217436141225,0.0648757577868644,0.0116358518734531,0.1061293421967,0.00804753156945609,0.060639170945843,0.0163636646272004,0.00667875442755198,0.072475368026421,32.2222222222222,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54323,1000,860,36190,674.291137695312,543.100158691406,52,3243,0.0822256427130818,0.115307603430518,0.0105015409649561,0.115113776139086,0.0106267918665647,0.016100189066598,0.0647695397725034,0.00378315631780422,0.00486146296894114,0.00533377294105612,0.000205247168165631,0.00193130148640322,0.0110345980925708,0.0240575669852397,0.0236719416009143,0.0451563640211543,0.113840882924646,0.00189348079082999,0.0543783777455577,0.00625595381395246,0.0856133955873699,0.00797989242189201,0.0401668828917139,0.0171318527284948,0.0416811678002085,0.0963776177597784,543.23,10,8.6,361.9,6.74291137695313,5.43100158691406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0146195809351875,-0.0260086868559067,0.0218022392666658,-0.0419961677360911,0.00831031341099743,-0.000809469944670727,-0.00596359460500653,-0.00333591718922306,-0.000480314501103031,-0.000331096167360993,0.00135733506885809,0.00184206640194507,0.00259075431486265,0.00968832832457015,0.0343900353602297,-0.0169977241865245,0.0027633238274654,0.00129869357058226,0.0104973800413066,0.00537989805950069,0.0205159466093303,6.7639147564082e-05,0.0204722880541291,-0.000768188101294452,-0.0350024133726565,-0.0239022497333574,-0.000609988536505651,0.0148949490420602,-0.0047192166363541,0.0591654274875888,-0.0137402407959811,-0.0518336125089009,0.0308132374902412,-0.0137727290310728,-0.00104734296626424,-0.0109268127930541,-0.000882466192020424,-0.00201263118163535,-0.0143819800777702,-0.0122434408905625,-0.0282938418750443,-0.0336296933666055,0.021943172952634,-0.00265548992561078,-0.010405704518234,-0.011648998044023,0.0231605760344978,-0.00461730040746699,-0.0149374499273875,0.00115531359913375,0.0318743991998609,0.0493518638684766,0
"46",1871,9,1871,9,53.5,NA,NA,91.5,1871-09-14,NA,1083,0.0945929989673458,0.0797559713330915,0.0708134377276153,0.0801712608705004,0.0464979130583055,0.0286501607778233,0.0212010451831621,0.0133408335300322,0.00484810795730859,0.0027169292497194,0.000212909999246594,0.00376705925083267,0.0182527083171054,0.049948575486047,0.0189946571862273,0.0297646673501259,0.115831141683645,0.00634613481267945,0.0972899963249611,0.00210104435196652,0.133010857718349,0.00217729911757708,0.0380222696757327,0.00765912107012818,0.00505564738778956,0.0289772516126825,37.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54323,1000,860,36190,674.291137695312,543.100158691406,82,3213,0.0968452236482693,0.0892989165746111,0.0323037802316219,0.0731176084029946,0.0189371052775622,0.0152907191219272,0.0588059451674968,0.000447239128581162,0.00438114846783811,0.00500267677369512,0.00156258223702372,0.00377336788834829,0.0136253524074335,0.0337458953098098,0.058061976961144,0.0281586398346298,0.116604206752111,0.00319217436141225,0.0648757577868644,0.0116358518734531,0.1061293421967,0.00804753156945609,0.060639170945843,0.0163636646272004,0.00667875442755198,0.072475368026421,543.23,10,8.6,361.9,6.74291137695313,5.43100158691406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0022522246809235,-0.00954294524151959,0.0385096574959934,0.00705365246750578,0.0275608077807434,0.013359441655896,-0.0376048999843347,0.0128935944014511,0.000466959489470483,-0.00228574752397573,-0.00134967223777713,-6.30863751562233e-06,0.00462735590967197,0.0162026801762372,-0.0390673197749167,0.00160602751549602,-0.000773065068465736,0.00315396045126719,0.0324142385380968,-0.00953480752148662,0.0268815155216485,-0.00587023245187901,-0.0226169012701104,-0.00870454355707221,-0.00162310703976243,-0.0434981164137384,0.0146195809351875,-0.0260086868559067,0.0218022392666658,-0.0419961677360911,0.00831031341099743,-0.000809469944670727,-0.00596359460500653,-0.00333591718922306,-0.000480314501103031,-0.000331096167360993,0.00135733506885809,0.00184206640194507,0.00259075431486265,0.00968832832457015,0.0343900353602297,-0.0169977241865245,0.0027633238274654,0.00129869357058226,0.0104973800413066,0.00537989805950069,0.0205159466093303,6.7639147564082e-05,0.0204722880541291,-0.000768188101294452,-0.0350024133726565,-0.0239022497333574,0
"47",1871,10,1871,10,65.5,NA,NA,104.3125,1871-10-11,NA,1710.6875,0.0899093818154651,0.105720233703957,0.0248122407222073,0.0691703259241794,0.0244837173082026,0.00907972566151611,0.0312098098586979,0.0102044912780811,0.00596203041516141,0.00313234851641231,0.0015816021395787,0.00365896714750099,0.0137860602850969,0.0505555417967945,0.0530319806787341,0.0305544505978834,0.180915662808331,0.00521582387043641,0.0932309560333395,0.0133761141267605,0.0827230819162516,0.0028386874048943,0.0385750526898129,0.00924235523836857,0.00376247101650082,0.0432668870458355,40.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54323,1000,860,36190,674.291137695312,543.100158691406,109.5625,3185.4375,0.0945929989673458,0.0797559713330915,0.0708134377276153,0.0801712608705004,0.0464979130583055,0.0286501607778233,0.0212010451831621,0.0133408335300322,0.00484810795730859,0.0027169292497194,0.000212909999246594,0.00376705925083267,0.0182527083171054,0.049948575486047,0.0189946571862273,0.0297646673501259,0.115831141683645,0.00634613481267945,0.0972899963249611,0.00210104435196652,0.133010857718349,0.00217729911757708,0.0380222696757327,0.00765912107012818,0.00505564738778956,0.0289772516126825,543.23,10,8.6,361.9,6.74291137695313,5.43100158691406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0046836171518807,0.025964262370866,-0.0460011970054079,-0.011000934946321,-0.0220141957501029,-0.0195704351163072,0.0100087646755358,-0.00313634225195114,0.00111392245785281,0.000415419266692911,0.0013686921403321,-0.000108092103331685,-0.00446664803200859,0.000606966310747525,0.0340373234925068,0.000789783247757497,0.0650845211246855,-0.00113031094224304,-0.00405904029162163,0.011275069774794,-0.0502877758020972,0.000661388287317213,0.000552783014080196,0.00158323416824039,-0.00129317637128874,0.0142896354331529,-0.0022522246809235,-0.00954294524151959,0.0385096574959934,0.00705365246750578,0.0275608077807434,0.013359441655896,-0.0376048999843347,0.0128935944014511,0.000466959489470483,-0.00228574752397573,-0.00134967223777713,-6.30863751562233e-06,0.00462735590967197,0.0162026801762372,-0.0390673197749167,0.00160602751549602,-0.000773065068465736,0.00315396045126719,0.0324142385380968,-0.00953480752148662,0.0268815155216485,-0.00587023245187901,-0.0226169012701104,-0.00870454355707221,-0.00162310703976243,-0.0434981164137384,0
"48",1871,11,1871,11,80,NA,NA,NA,1871-11-22,NA,899.857142857143,0.0738114612957223,0.0924615955364795,0.0267711783560137,0.0504560973985882,0.0105994244495397,0.0558361943377096,0.0795033617046368,0.000575730022881491,0.00800238072995199,0.00655530090361994,0.000449726630412511,0.00437218734459287,0.0151064518255875,0.0242690773322457,0.053026793018719,0.0620485719596119,0.0827422473822397,0.00170864411444971,0.0692339440535022,0.0109993297253522,0.0888492843187399,0.0110122333583678,0.0689946322544446,0.022161734333327,0.00709117257700363,0.0733612450362603,47.4285714285714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54323,1000,860,36190,674.291137695312,543.100158691406,151.285714285716,3143.71428571428,0.0899093818154651,0.105720233703957,0.0248122407222073,0.0691703259241794,0.0244837173082026,0.00907972566151611,0.0312098098586979,0.0102044912780811,0.00596203041516141,0.00313234851641231,0.0015816021395787,0.00365896714750099,0.0137860602850969,0.0505555417967945,0.0530319806787341,0.0305544505978834,0.180915662808331,0.00521582387043641,0.0932309560333395,0.0133761141267605,0.0827230819162516,0.0028386874048943,0.0385750526898129,0.00924235523836857,0.00376247101650082,0.0432668870458355,543.23,10,8.6,361.9,6.74291137695313,5.43100158691406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0160979205197427,-0.013258638167478,0.00195893763380636,-0.0187142285255912,-0.0138842928586629,0.0467564686761935,0.048293551845939,-0.0096287612551996,0.00204035031479058,0.00342295238720764,-0.00113187550916619,0.000713220197091887,0.00132039154049065,-0.0262864644645488,-5.18766001510185e-06,0.0314941213617285,-0.098173415426091,-0.0035071797559867,-0.0239970119798373,-0.0023767844014083,0.00612620240248833,0.00817354595347346,0.0304195795646318,0.0129193790949584,0.00332870156050281,0.0300943579904248,-0.0046836171518807,0.025964262370866,-0.0460011970054079,-0.011000934946321,-0.0220141957501029,-0.0195704351163072,0.0100087646755358,-0.00313634225195114,0.00111392245785281,0.000415419266692911,0.0013686921403321,-0.000108092103331685,-0.00446664803200859,0.000606966310747525,0.0340373234925068,0.000789783247757497,0.0650845211246855,-0.00113031094224304,-0.00405904029162163,0.011275069774794,-0.0502877758020972,0.000661388287317213,0.000552783014080196,0.00158323416824039,-0.00129317637128874,0.0142896354331529,0
"49",1871,12,1871,12,93.0666666666667,NA,NA,NA,1871-12-13,NA,1178.66666666667,0.0702347518548569,0.0936128841826601,0.0218719414172342,0.0522360966968986,0.00935109932819194,0.0176923218063912,0.124020850524527,0.00802798944535753,0.00294621624399014,0.00906052160308791,0.00156188952707059,0.0030198871801385,0.00894100653348509,0.0311431151411314,0.0620472431502411,0.0302815356358763,0.0942289243758766,0.00117721755049815,0.0809191904441937,0.00732680323096387,0.106627745321903,0.0110553634138852,0.0502448439172592,0.0201187400772021,0.0169436819821049,0.0653081394149745,49.3333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54323,1000,860,36190,674.291137695312,543.100158691406,172.666666666667,3122.33333333333,0.0738114612957223,0.0924615955364795,0.0267711783560137,0.0504560973985882,0.0105994244495397,0.0558361943377096,0.0795033617046368,0.000575730022881491,0.00800238072995199,0.00655530090361994,0.000449726630412511,0.00437218734459287,0.0151064518255875,0.0242690773322457,0.053026793018719,0.0620485719596119,0.0827422473822397,0.00170864411444971,0.0692339440535022,0.0109993297253522,0.0888492843187399,0.0110122333583678,0.0689946322544446,0.022161734333327,0.00709117257700363,0.0733612450362603,543.23,10,8.6,361.9,6.74291137695313,5.43100158691406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00357670944086547,0.00115128864618066,-0.00489923693877945,0.00177999929831033,-0.0012483251213478,-0.0381438725313185,0.0445174888198905,0.00745225942247604,-0.00505616448596185,0.00250522069946797,0.00111216289665808,-0.00135230016445437,-0.00616544529210241,0.00687403780888563,0.00902045013152206,-0.0317670363237356,0.0114866769936369,-0.000531426563951554,0.0116852463906915,-0.00367252649438837,0.0177784610031631,4.31300555174714e-05,-0.0187497883371854,-0.00204299425612493,0.00985250940510126,-0.00805310562128582,-0.0160979205197427,-0.013258638167478,0.00195893763380636,-0.0187142285255912,-0.0138842928586629,0.0467564686761935,0.048293551845939,-0.0096287612551996,0.00204035031479058,0.00342295238720764,-0.00113187550916619,0.000713220197091887,0.00132039154049065,-0.0262864644645488,-5.18766001510185e-06,0.0314941213617285,-0.098173415426091,-0.0035071797559867,-0.0239970119798373,-0.0023767844014083,0.00612620240248833,0.00817354595347346,0.0304195795646318,0.0129193790949584,0.00332870156050281,0.0300943579904248,0
"50",1872,1,1872,1,103.5,NA,NA,145.5,1872-01-14,NA,2411.33333333333,0.0943792737063345,0.139661578034562,0.0594143468219812,0.0835692770056849,0.044301889251958,0.0173546583280643,0.0731899258287083,0.0196547613770843,0.0103106580815906,0.00274971085824246,0.00102802387595191,0.0069358039991749,0.0254464982870437,0.026629394429608,0.0308146629296987,0.0280754441985163,0.0627939907903028,0.00907315759355607,0.0726521050976248,0.0121930923357519,0.0952914614693841,0.00363830659524365,0.0307468625754808,0.00947426224255953,0.00232246803981289,0.0382983862460795,1.33333333333333,0,NA,NA,1872,1,1872-01-16,NA,NA,71813.8666666667,NA,0.064262241266136,0.548019299490507,0.0599483000026059,0.0112674832142449,0.00179570288622533,0.00379332320917722,0.036133983563962,0.158046930695829,0.0153825197786267,0.0123374545884808,0.0214305683750749,0.0295119433301325,0.0280687217280965,0.00790069616278206,0.00210083170811876,23643,483,1218,36140,674.858215332031,711.153137207031,204.166666666667,3090.83333333333,0.0702347518548569,0.0936128841826601,0.0218719414172342,0.0522360966968986,0.00935109932819194,0.0176923218063912,0.124020850524527,0.00802798944535753,0.00294621624399014,0.00906052160308791,0.00156188952707059,0.0030198871801385,0.00894100653348509,0.0311431151411314,0.0620472431502411,0.0302815356358763,0.0942289243758766,0.00117721755049815,0.0809191904441937,0.00732680323096387,0.106627745321903,0.0110553634138852,0.0502448439172592,0.0201187400772021,0.0169436819821049,0.0653081394149745,543.23,10,8.6,361.9,6.74291137695313,5.43100158691406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0241445218514776,0.0460486938519017,0.037542405404747,0.0313331803087864,0.034950789923766,-0.000337663478326845,-0.0508309246958191,0.0116267719317268,0.00736444183760047,-0.00631081074484545,-0.000533865651118683,0.0039159168190364,0.0165054917535586,-0.00451372071152333,-0.0312325802205423,-0.00220609143736006,-0.0314349335855738,0.00789594004305792,-0.00826708534656891,0.00486628910478805,-0.011336283852519,-0.00741705681864158,-0.0194979813417784,-0.0106444778346426,-0.014621213942292,-0.0270097531688949,-0.00357670944086547,0.00115128864618066,-0.00489923693877945,0.00177999929831033,-0.0012483251213478,-0.0381438725313185,0.0445174888198905,0.00745225942247604,-0.00505616448596185,0.00250522069946797,0.00111216289665808,-0.00135230016445437,-0.00616544529210241,0.00687403780888563,0.00902045013152206,-0.0317670363237356,0.0114866769936369,-0.000531426563951554,0.0116852463906915,-0.00367252649438837,0.0177784610031631,4.31300555174714e-05,-0.0187497883371854,-0.00204299425612493,0.00985250940510126,-0.00805310562128582,0
"51",1872,2,1872,2,107.666666666667,NA,NA,NA,1872-02-20,NA,632.666666666667,0.0764796659471941,0.0175595741431906,0.00947089473196112,0.118995981481231,0.00759141011471538,0.165670556575548,0.0222502735761665,3.83772525413479e-05,0.00345874956491605,0.00814347434303993,0.000301242473190646,0.0013958016310901,0.0185643985701336,0.023594699304584,0.0144333090666192,0.141001469315996,0.0521084110875545,0.00161642243012043,0.0383055774540423,0.00556674304219903,0.190896544671292,0.00279115463415327,0.0424744899953879,0.00152097399988564,0.000431483467338293,0.0353383211259084,8,0,NA,NA,1872,2,1872-02-15,NA,NA,76177.4482758621,NA,0.0509926780495263,0.526607972527644,0.0584975105470782,0.0071798920301953,0.00126059017295091,0.00408884053321863,0.0278051075689885,0.2005924321034,0.0164076137441211,0.0110462927690422,0.0191953280675403,0.0397224492727528,0.0278193612130027,0.0063999864869125,0.00238394491362641,23643,483,1218,36140,674.858215332031,711.153137207031,241.666666666667,3053.33333333333,0.0943792737063345,0.139661578034562,0.0594143468219812,0.0835692770056849,0.044301889251958,0.0173546583280643,0.0731899258287083,0.0196547613770843,0.0103106580815906,0.00274971085824246,0.00102802387595191,0.0069358039991749,0.0254464982870437,0.026629394429608,0.0308146629296987,0.0280754441985163,0.0627939907903028,0.00907315759355607,0.0726521050976248,0.0121930923357519,0.0952914614693841,0.00363830659524365,0.0307468625754808,0.00947426224255953,0.00232246803981289,0.0382983862460795,236.43,4.83,12.18,361.4,6.74858215332031,7.11153137207031,NA,NA,0.064262241266136,0.548019299490507,0.0599483000026059,0.0112674832142449,0.00179570288622533,0.00379332320917722,0.036133983563962,0.158046930695829,0.0153825197786267,0.0123374545884808,0.0214305683750749,0.0295119433301325,0.0280687217280965,0.00790069616278206,0.00210083170811876,NA,NA,-0.0178996077591403,-0.122102003891371,-0.0499434520900201,0.0354267044755462,-0.0367104791372426,0.148315898247484,-0.0509396522525418,-0.019616384124543,-0.00685190851667456,0.00539376348479747,-0.000726781402761265,-0.0055400023680848,-0.00688209971691005,-0.00303469512502405,-0.0163813538630796,0.11292602511748,-0.0106855797027483,-0.00745673516343564,-0.0343465276435825,-0.00662634929355289,0.0956050832019078,-0.000847151961090385,0.0117276274199071,-0.0079532882426739,-0.0018909845724746,-0.00296006512017113,0.0241445218514776,0.0460486938519017,0.037542405404747,0.0313331803087864,0.034950789923766,-0.000337663478326845,-0.0508309246958191,0.0116267719317268,0.00736444183760047,-0.00631081074484545,-0.000533865651118683,0.0039159168190364,0.0165054917535586,-0.00451372071152333,-0.0312325802205423,-0.00220609143736006,-0.0314349335855738,0.00789594004305792,-0.00826708534656891,0.00486628910478805,-0.011336283852519,-0.00741705681864158,-0.0194979813417784,-0.0106444778346426,-0.014621213942292,-0.0270097531688949,0
